subject,condition,angle,seq_start,error,label
092,cl,162,092-cl-01-162-115.png,0.053086,1
109,cl,162,109-cl-01-162-056.png,0.053235,1
107,cl,054,107-cl-02-054-049.png,0.053331,1
021,cl,018,021-cl-02-018-032.png,0.053215,1
028,cl,180,028-cl-02-180-075.png,0.053187,1
032,cl,090,032-cl-02-090-073.png,0.053224,1
093,cl,054,093-cl-01-054-077.png,0.052477,1
004,cl,000,004-cl-01-000-095.png,0.056561,1
069,cl,162,069-cl-01-162-042.png,0.056282,1
018,cl,036,018-cl-02-036-062.png,0.053322,1
106,cl,180,106-cl-01-180-054.png,0.053189,1
096,cl,018,096-cl-02-018-045.png,0.053193,1
124,cl,036,124-cl-02-036-022.png,0.053379,1
080,cl,108,080-cl-02-108-061.png,0.053421,1
093,cl,018,093-cl-01-018-045.png,0.053842,1
097,cl,180,097-cl-01-180-044.png,0.054076,1
092,cl,036,092-cl-01-036-009.png,0.050063,1
108,cl,090,108-cl-02-090-089.png,0.050147,1
037,cl,144,037-cl-01-144-060.png,0.050333,1
063,cl,144,063-cl-01-144-080.png,0.05027,1
094,cl,126,094-cl-02-126-048.png,0.051402,1
008,cl,000,008-cl-02-000-012.png,0.05161,1
030,cl,180,030-cl-02-180-122.png,0.05167,1
113,cl,090,113-cl-02-090-052.png,0.05143,1
051,cl,162,051-cl-01-162-079.png,0.051469,1
117,cl,144,117-cl-02-144-100.png,0.051392,1
059,cl,036,059-cl-02-036-059.png,0.051405,1
107,cl,180,107-cl-02-180-045.png,0.051641,1
082,cl,000,082-cl-02-000-003.png,0.051799,1
098,cl,018,098-cl-01-018-022.png,0.050778,1
066,cl,144,066-cl-01-144-072.png,0.050244,1
104,cl,036,104-cl-01-036-016.png,0.050177,1
082,cl,108,082-cl-01-108-091.png,0.050309,1
117,cl,108,117-cl-01-108-062.png,0.050303,1
032,cl,018,032-cl-01-018-087.png,0.050268,1
027,cl,000,027-cl-02-000-027.png,0.050258,1
094,cl,018,094-cl-02-018-026.png,0.049988,1
029,cl,072,029-cl-01-072-039.png,0.049844,1
035,cl,036,035-cl-01-036-051.png,0.049633,1
064,cl,000,064-cl-02-000-048.png,0.049664,1
089,cl,108,089-cl-02-108-043.png,0.049661,1
075,cl,036,075-cl-02-036-063.png,0.049953,1
019,cl,162,019-cl-01-162-038.png,0.049707,1
017,cl,054,017-cl-01-054-068.png,0.049778,1
045,cl,054,045-cl-02-054-101.png,0.049811,1
012,cl,054,012-cl-02-054-069.png,0.050535,1
092,cl,180,092-cl-02-180-130.png,0.050788,1
077,cl,054,077-cl-02-054-049.png,0.050849,1
080,cl,018,080-cl-02-018-077.png,0.050948,1
005,cl,054,005-cl-02-054-111.png,0.05121,1
054,cl,108,054-cl-02-108-060.png,0.05066,1
016,cl,126,016-cl-02-126-065.png,0.050666,1
123,cl,036,123-cl-02-036-077.png,0.050696,1
012,cl,018,012-cl-02-018-065.png,0.050837,1
124,cl,000,124-cl-01-000-022.png,0.050174,1
019,cl,018,019-cl-02-018-072.png,0.049771,1
014,cl,018,014-cl-01-018-080.png,0.050103,1
058,cl,036,058-cl-01-036-020.png,0.050387,1
122,cl,108,122-cl-01-108-049.png,0.053085,1
056,cl,126,056-cl-02-126-042.png,0.053108,1
036,cl,036,036-cl-02-036-009.png,0.053145,1
115,cl,144,115-cl-02-144-059.png,0.053121,1
109,cl,180,109-cl-01-180-082.png,0.052879,1
003,cl,054,003-cl-01-054-031.png,0.052864,1
099,cl,090,099-cl-01-090-086.png,0.052922,1
074,cl,036,074-cl-01-036-022.png,0.052582,1
081,cl,126,081-cl-02-126-049.png,0.052374,1
075,cl,054,075-cl-01-054-049.png,0.049645,1
016,cl,144,016-cl-02-144-022.png,0.049844,1
022,cl,000,022-cl-01-000-067.png,0.049984,1
001,cl,036,001-cl-01-036-049.png,0.049936,1
026,cl,090,026-cl-02-090-090.png,0.049991,1
082,cl,054,082-cl-01-054-014.png,0.050121,1
121,cl,108,121-cl-01-108-051.png,0.05033,1
098,cl,090,098-cl-02-090-057.png,0.050163,1
011,cl,162,011-cl-01-162-091.png,0.050293,1
041,cl,144,041-cl-02-144-067.png,0.04996,1
107,cl,180,107-cl-01-180-089.png,0.049815,1
114,cl,144,114-cl-01-144-058.png,0.049752,1
034,cl,018,034-cl-02-018-053.png,0.049823,1
113,cl,090,113-cl-01-090-071.png,0.049729,1
087,cl,000,087-cl-02-000-063.png,0.049613,1
113,cl,126,113-cl-02-126-082.png,0.049381,1
